,sim_num,date_quarantined,q_on_ind_on,q_on_ind_off,q_on_ind_on_off,q_off_ind_on,q_off_ind_off,q_off_ind_on_off
35215,326,2020-09-09,1,0,0,0,0,0
35216,326,2020-09-10,0,0,0,0,0,0
35217,326,2020-09-11,11,0,0,1,0,0
35218,326,2020-09-12,0,0,0,0,0,0
35219,326,2020-09-13,1,0,0,0,0,0
35220,326,2020-09-14,4,0,0,0,0,0
35221,326,2020-09-15,4,0,0,0,0,0
35222,326,2020-09-16,0,0,0,0,0,0
35223,326,2020-09-17,0,0,0,0,0,0
35224,326,2020-09-18,0,0,0,0,0,0
35225,326,2020-09-19,0,0,0,0,0,0
35226,326,2020-09-20,0,0,0,0,0,0
35227,326,2020-09-21,0,0,0,0,0,0
35228,326,2020-09-22,3,0,0,0,0,0
35229,326,2020-09-23,0,0,0,0,0,0
35230,326,2020-09-24,0,0,0,0,0,0
35231,326,2020-09-25,1,0,0,0,0,0
35232,326,2020-09-26,0,0,0,0,0,0
35233,326,2020-09-27,0,0,0,0,0,0
35234,326,2020-09-28,6,0,0,0,0,0
35235,326,2020-09-29,0,0,0,0,0,0
35236,326,2020-09-30,0,0,0,0,0,0
35237,326,2020-10-01,0,0,0,0,0,0
35238,326,2020-10-02,0,0,0,0,0,0
35239,326,2020-10-03,0,0,0,0,0,0
35240,326,2020-10-04,0,0,0,0,0,0
35241,326,2020-10-05,2,0,0,0,0,0
35242,326,2020-10-06,0,0,0,0,0,0
35243,326,2020-10-07,0,0,0,0,0,0
35244,326,2020-10-08,0,0,0,0,0,0
35245,326,2020-10-09,0,0,0,0,0,0
35246,326,2020-10-10,0,0,0,0,0,0
35247,326,2020-10-11,1,0,0,0,0,0
35248,326,2020-10-12,9,0,0,0,0,0
35249,326,2020-10-13,0,0,0,0,0,0
35250,326,2020-10-14,0,0,0,0,0,0
35251,326,2020-10-15,11,0,0,0,0,0
35252,326,2020-10-16,0,0,0,1,0,0
35253,326,2020-10-17,0,0,0,0,0,0
35254,326,2020-10-18,0,0,0,0,0,0
35255,326,2020-10-19,1,0,0,1,0,0
35256,326,2020-10-20,1,0,0,0,0,0
35257,326,2020-10-21,3,0,0,1,0,0
35258,326,2020-10-22,0,0,0,0,0,0
35259,326,2020-10-23,0,0,0,0,0,0
35260,326,2020-10-24,8,0,0,0,0,0
35261,326,2020-10-25,0,0,0,0,0,0
35262,326,2020-10-26,0,0,0,0,0,0
35263,326,2020-10-27,5,0,0,0,0,0
35264,326,2020-10-28,3,0,0,1,0,0
35265,326,2020-10-29,0,0,0,0,0,0
35266,326,2020-10-30,21,0,0,0,0,0
35267,326,2020-10-31,0,1,0,0,0,0
35268,326,2020-11-01,1,0,0,0,0,0
35269,326,2020-11-02,2,0,0,0,0,0
35270,326,2020-11-03,0,0,0,0,0,0
35271,326,2020-11-04,7,0,0,1,0,0
35272,326,2020-11-05,4,0,0,0,0,0
35273,326,2020-11-06,4,0,0,0,0,0
35274,326,2020-11-07,0,0,0,0,0,0
35275,326,2020-11-08,5,0,0,0,0,0
35276,326,2020-11-09,0,0,0,0,0,0
35277,326,2020-11-10,0,0,0,0,0,0
35278,326,2020-11-11,1,0,0,0,0,0
35279,326,2020-11-12,0,0,0,0,0,0
35280,326,2020-11-13,0,0,0,0,0,0
35281,326,2020-11-14,0,0,0,0,0,0
35282,326,2020-11-15,0,0,0,0,0,0
35283,326,2020-11-16,0,0,0,0,0,0
35284,326,2020-11-17,0,0,0,0,0,0
35285,326,2020-11-18,0,0,0,0,0,0
35286,326,2020-11-19,13,0,0,0,0,0
35287,326,2020-11-20,0,0,0,0,0,0
35288,326,2020-11-21,0,0,0,0,0,0
35289,326,2020-11-22,0,0,0,0,0,0
35290,326,2020-11-23,3,0,0,0,0,0
35291,326,2020-11-24,4,0,0,0,0,0
35292,326,2020-11-25,0,0,0,0,0,0
35293,326,2020-11-26,0,0,0,0,0,0
35294,326,2020-11-27,0,0,0,0,0,0
35295,326,2020-11-28,0,0,0,0,0,0
35296,326,2020-11-29,10,0,0,0,0,0
35297,326,2020-11-30,3,0,0,0,0,0
35298,326,2020-12-01,9,0,0,0,0,0
35299,326,2020-12-02,0,0,0,0,0,0
35300,326,2020-12-03,0,0,0,0,0,0
35301,326,2020-12-04,0,0,0,0,0,0
35302,326,2020-12-05,0,0,0,0,0,0
35303,326,2020-12-06,1,4,0,0,0,0
35304,326,2020-12-07,0,0,0,0,0,0
35305,326,2020-12-08,0,0,0,0,0,0
35306,326,2020-12-09,0,0,0,0,0,0
35307,326,2020-12-10,10,0,0,0,0,0
35308,326,2020-12-11,0,0,0,0,0,0
35309,326,2020-12-12,0,0,0,0,0,0
35310,326,2020-12-13,9,0,0,0,0,0
35311,326,2020-12-14,0,0,0,0,0,0
35312,326,2020-12-15,0,0,0,0,0,0
35313,326,2020-12-16,0,0,0,0,0,0
35314,326,2020-12-17,0,0,0,0,0,0
35315,326,2020-12-18,1,0,0,0,0,0
35316,327,2020-09-02,0,0,0,0,0,0
35317,327,2020-09-03,0,0,0,0,0,0
35318,327,2020-09-04,0,0,0,0,0,0
35319,327,2020-09-05,0,0,0,0,0,0
35320,327,2020-09-06,3,0,0,0,0,0
35321,327,2020-09-07,0,0,0,0,0,0
35322,327,2020-09-08,0,0,0,0,0,0
35323,327,2020-09-09,1,0,0,0,0,0
35324,327,2020-09-10,0,0,0,0,0,0
35325,327,2020-09-11,0,0,0,0,0,0
35326,327,2020-09-12,8,0,0,0,0,0
35327,327,2020-09-13,0,0,0,0,0,0
35328,327,2020-09-14,1,0,0,0,0,0
35329,327,2020-09-15,0,0,0,0,0,0
35330,327,2020-09-16,0,5,0,0,1,0
35331,327,2020-09-17,3,0,0,0,0,0
35332,327,2020-09-18,3,0,0,0,0,0
35333,327,2020-09-19,2,0,0,0,1,0
35334,327,2020-09-20,5,0,0,0,0,0
35335,327,2020-09-21,0,0,0,0,0,0
35336,327,2020-09-22,4,0,0,0,0,0
35337,327,2020-09-23,0,0,0,0,0,0
35338,327,2020-09-24,27,0,0,0,0,0
35339,327,2020-09-25,0,0,0,0,0,0
35340,327,2020-09-26,1,0,0,0,0,0
35341,327,2020-09-27,0,0,0,0,0,0
35342,327,2020-09-28,2,0,0,0,0,0
35343,327,2020-09-29,0,0,0,0,0,0
35344,327,2020-09-30,0,0,0,0,0,0
35345,327,2020-10-01,0,0,0,0,0,0
35346,327,2020-10-02,0,0,0,0,0,0
35347,327,2020-10-03,0,0,0,0,0,0
35348,327,2020-10-04,0,0,0,0,0,0
35349,327,2020-10-05,0,0,0,0,0,0
35350,327,2020-10-06,3,0,0,0,0,0
35351,327,2020-10-07,0,0,0,0,0,0
35352,327,2020-10-08,0,0,0,0,0,0
35353,327,2020-10-09,14,0,0,0,0,0
35354,327,2020-10-10,20,0,0,0,0,0
35355,327,2020-10-11,9,0,0,0,0,0
35356,327,2020-10-12,2,0,0,1,0,0
35357,327,2020-10-13,0,0,0,0,0,0
35358,327,2020-10-14,4,0,0,0,0,0
35359,327,2020-10-15,0,0,0,1,0,0
35360,327,2020-10-16,0,0,0,0,0,0
35361,327,2020-10-17,1,0,0,0,0,0
35362,327,2020-10-18,5,0,0,1,0,0
35363,327,2020-10-19,1,0,1,0,0,0
35364,327,2020-10-20,0,0,0,0,1,0
35365,327,2020-10-21,2,0,0,0,0,0
35366,327,2020-10-22,0,0,0,0,0,0
35367,327,2020-10-23,0,0,0,0,0,0
35368,327,2020-10-24,0,0,0,0,0,0
35369,327,2020-10-25,0,0,0,0,0,0
35370,327,2020-10-26,0,0,0,0,0,0
35371,327,2020-10-27,0,0,0,0,0,0
35372,327,2020-10-28,0,0,0,0,0,0
35373,327,2020-10-29,0,0,0,0,0,0
35374,327,2020-10-30,0,0,0,0,0,0
35375,327,2020-10-31,0,0,0,0,0,0
35376,327,2020-11-01,0,0,0,0,0,0
35377,327,2020-11-02,0,0,0,0,0,0
35378,327,2020-11-03,8,0,0,1,0,0
35379,327,2020-11-04,25,0,0,0,0,0
35380,327,2020-11-05,1,0,0,0,1,0
35381,327,2020-11-06,3,0,0,1,0,0
35382,327,2020-11-07,4,0,0,0,0,0
35383,327,2020-11-08,7,0,0,0,0,0
35384,327,2020-11-09,13,0,0,1,0,0
35385,327,2020-11-10,0,0,0,1,0,0
35386,327,2020-11-11,1,0,0,1,0,0
35387,327,2020-11-12,0,0,0,0,0,0
35388,327,2020-11-13,0,0,0,0,0,0
35389,327,2020-11-14,3,0,0,0,0,0
35390,327,2020-11-15,2,0,0,0,0,0
35391,327,2020-11-16,1,0,0,0,0,0
35392,327,2020-11-17,1,0,0,0,0,0
35393,327,2020-11-18,0,2,0,0,0,0
35394,327,2020-11-19,0,0,0,0,0,0
35395,327,2020-11-20,4,0,0,0,0,0
35396,327,2020-11-21,0,0,0,0,0,0
35397,327,2020-11-22,0,0,0,0,0,0
35398,327,2020-11-23,1,0,0,0,0,0
35399,327,2020-11-24,10,0,0,0,0,0
35400,327,2020-11-25,5,0,0,0,0,0
35401,327,2020-11-26,0,0,0,1,0,0
35402,327,2020-11-27,2,0,0,0,0,0
35403,327,2020-11-28,0,0,0,0,0,0
35404,327,2020-11-29,0,0,0,0,0,0
35405,327,2020-11-30,0,0,0,0,0,0
35406,327,2020-12-01,2,0,0,0,0,0
35407,327,2020-12-02,0,0,0,0,0,0
35408,327,2020-12-03,0,0,0,0,0,0
35409,327,2020-12-04,1,0,0,0,0,0
35410,327,2020-12-05,2,0,0,0,0,0
35411,327,2020-12-06,0,0,0,0,0,0
35412,327,2020-12-07,0,0,0,0,0,0
35413,327,2020-12-08,0,0,0,0,0,0
35414,327,2020-12-09,0,0,0,0,0,0
35415,327,2020-12-10,1,0,0,0,0,0
35416,327,2020-12-11,0,0,0,0,0,0
35417,327,2020-12-12,0,0,0,0,0,0
35418,327,2020-12-13,0,0,0,0,0,0
35419,327,2020-12-14,3,0,0,0,0,0
35420,327,2020-12-15,6,0,0,0,0,0
35421,327,2020-12-16,0,0,0,0,0,0
35422,327,2020-12-17,0,0,0,0,0,0
35423,327,2020-12-18,0,0,0,0,0,0
35424,328,2020-09-02,0,0,0,0,0,0
35425,328,2020-09-03,0,0,0,0,0,0
35426,328,2020-09-04,0,0,0,0,0,0
35427,328,2020-09-05,0,0,0,0,0,0
35428,328,2020-09-06,0,0,0,0,0,0
35429,328,2020-09-07,0,0,0,0,0,0
35430,328,2020-09-08,0,0,0,0,0,0
35431,328,2020-09-09,0,0,0,0,0,0
35432,328,2020-09-10,0,0,0,0,0,0
35433,328,2020-09-11,12,0,0,1,0,0
35434,328,2020-09-12,0,0,0,0,0,0
35435,328,2020-09-13,0,0,0,0,0,0
35436,328,2020-09-14,1,0,0,0,0,0
35437,328,2020-09-15,0,0,0,0,0,0
35438,328,2020-09-16,0,0,0,0,0,0
35439,328,2020-09-17,7,0,0,1,0,0
35440,328,2020-09-18,1,0,0,0,0,0
35441,328,2020-09-19,0,0,0,0,0,0
35442,328,2020-09-20,0,0,0,0,0,0
35443,328,2020-09-21,0,0,0,0,0,0
35444,328,2020-09-22,0,0,0,0,0,0
35445,328,2020-09-23,0,0,0,0,0,0
35446,328,2020-09-24,10,0,0,0,0,0
35447,328,2020-09-25,1,0,0,0,0,0
35448,328,2020-09-26,8,0,0,0,0,0
35449,328,2020-09-27,2,0,0,0,0,0
35450,328,2020-09-28,1,0,0,0,0,0
35451,328,2020-09-29,0,0,0,0,0,0
35452,328,2020-09-30,0,0,0,0,0,0
35453,328,2020-10-01,0,0,0,0,0,0
35454,328,2020-10-02,0,0,0,0,0,0
35455,328,2020-10-03,10,0,0,0,0,0
35456,328,2020-10-04,0,0,0,0,0,0
35457,328,2020-10-05,1,0,0,0,0,0
35458,328,2020-10-06,2,0,0,0,0,0
35459,328,2020-10-07,0,0,0,0,0,0
35460,328,2020-10-08,21,0,0,0,0,0
35461,328,2020-10-09,8,0,0,0,0,0
35462,328,2020-10-10,2,0,0,0,0,0
35463,328,2020-10-11,0,0,0,0,0,0
35464,328,2020-10-12,3,0,0,0,0,0
35465,328,2020-10-13,0,0,0,0,0,0
35466,328,2020-10-14,3,0,0,0,0,0
35467,328,2020-10-15,0,0,0,0,0,0
35468,328,2020-10-16,1,0,0,0,0,0
35469,328,2020-10-17,0,0,0,0,0,0
35470,328,2020-10-18,0,0,0,0,0,0
35471,328,2020-10-19,4,0,0,0,0,0
35472,328,2020-10-20,7,0,0,0,0,0
35473,328,2020-10-21,9,0,0,0,0,0
35474,328,2020-10-22,4,0,0,0,0,0
35475,328,2020-10-23,0,0,0,0,0,0
35476,328,2020-10-24,1,0,0,0,0,0
35477,328,2020-10-25,0,0,0,0,0,0
35478,328,2020-10-26,0,0,0,0,0,0
35479,328,2020-10-27,3,0,0,0,0,0
35480,328,2020-10-28,0,0,0,0,0,0
35481,328,2020-10-29,0,0,0,0,0,0
35482,328,2020-10-30,3,0,0,0,0,0
35483,328,2020-10-31,6,0,0,0,0,0
35484,328,2020-11-01,2,0,0,0,0,0
35485,328,2020-11-02,1,0,0,1,0,0
35486,328,2020-11-03,0,0,0,0,0,0
35487,328,2020-11-04,4,0,0,0,0,0
35488,328,2020-11-05,0,0,0,0,0,0
35489,328,2020-11-06,17,0,0,0,0,0
35490,328,2020-11-07,4,0,0,1,0,0
35491,328,2020-11-08,1,0,0,0,0,0
35492,328,2020-11-09,3,0,0,0,0,0
35493,328,2020-11-10,8,0,0,0,0,0
35494,328,2020-11-11,0,0,0,0,0,0
35495,328,2020-11-12,0,0,0,0,0,0
35496,328,2020-11-13,0,0,0,1,0,0
35497,328,2020-11-14,15,0,0,0,0,0
35498,328,2020-11-15,6,0,0,0,0,0
35499,328,2020-11-16,2,0,0,0,0,0
35500,328,2020-11-17,0,0,0,0,0,0
35501,328,2020-11-18,0,0,0,0,0,0
35502,328,2020-11-19,2,0,0,0,0,0
35503,328,2020-11-20,0,0,0,0,0,0
35504,328,2020-11-21,0,0,0,0,0,0
35505,328,2020-11-22,1,0,0,0,0,0
35506,328,2020-11-23,0,0,0,0,0,0
35507,328,2020-11-24,0,0,0,0,0,0
35508,328,2020-11-25,0,0,0,0,0,0
35509,328,2020-11-26,1,0,0,0,0,0
35510,328,2020-11-27,0,0,0,0,0,0
35511,328,2020-11-28,0,0,0,0,0,0
35512,328,2020-11-29,0,0,0,0,0,0
35513,328,2020-11-30,0,0,0,0,0,0
35514,328,2020-12-01,0,0,0,0,0,0
35515,328,2020-12-02,0,0,0,1,0,0
35516,328,2020-12-03,12,0,0,0,0,0
35517,328,2020-12-04,0,0,0,0,0,0
35518,328,2020-12-05,0,0,0,0,0,0
35519,328,2020-12-06,6,0,0,0,0,0
35520,328,2020-12-07,0,0,0,0,0,0
35521,328,2020-12-08,0,0,0,0,3,0
35522,328,2020-12-09,0,0,0,0,0,0
35523,328,2020-12-10,0,0,0,0,0,0
35524,328,2020-12-11,0,0,0,0,0,0
35525,328,2020-12-12,0,0,0,0,0,0
35526,328,2020-12-13,0,0,0,0,0,0
35527,328,2020-12-14,0,0,0,0,0,0
35528,328,2020-12-15,0,0,0,0,0,0
35529,328,2020-12-16,0,0,0,0,0,0
35530,328,2020-12-17,2,0,0,0,0,0
35531,328,2020-12-18,0,0,0,0,0,0
35532,329,2020-09-02,0,0,0,0,0,0
35533,329,2020-09-03,0,0,0,0,0,0
35534,329,2020-09-04,0,0,0,0,0,0
35535,329,2020-09-05,0,0,0,0,0,0
35536,329,2020-09-06,0,0,0,0,0,0
35537,329,2020-09-07,0,0,0,0,0,0
35538,329,2020-09-08,0,0,0,0,0,0
35539,329,2020-09-09,5,0,0,0,0,0
35540,329,2020-09-10,0,0,0,0,0,0
35541,329,2020-09-11,2,0,0,0,0,0
35542,329,2020-09-12,0,0,0,0,0,0
35543,329,2020-09-13,1,0,0,0,0,0
35544,329,2020-09-14,2,0,0,0,0,0
35545,329,2020-09-15,0,0,0,0,0,0
35546,329,2020-09-16,1,0,0,0,0,0
35547,329,2020-09-17,0,0,0,0,0,0
35548,329,2020-09-18,0,0,0,0,0,0
35549,329,2020-09-19,9,0,0,0,0,0
35550,329,2020-09-20,7,0,0,0,0,0
35551,329,2020-09-21,3,0,0,0,0,0
35552,329,2020-09-22,16,0,0,0,0,0
35553,329,2020-09-23,1,0,0,0,0,0
35554,329,2020-09-24,2,0,0,0,0,0
35555,329,2020-09-25,3,0,0,0,0,0
35556,329,2020-09-26,1,0,0,0,0,0
35557,329,2020-09-27,1,0,0,0,0,0
35558,329,2020-09-28,0,0,0,1,0,0
35559,329,2020-09-29,0,0,0,0,0,0
35560,329,2020-09-30,1,0,0,0,0,0
35561,329,2020-10-01,0,0,0,0,0,0
35562,329,2020-10-02,9,0,0,0,0,0
35563,329,2020-10-03,1,0,0,0,0,0
35564,329,2020-10-04,1,0,0,0,0,0
35565,329,2020-10-05,0,0,0,0,0,0
35566,329,2020-10-06,0,0,0,0,0,0
35567,329,2020-10-07,9,0,0,0,0,0
35568,329,2020-10-08,0,0,0,0,0,0
35569,329,2020-10-09,0,0,0,0,0,0
35570,329,2020-10-10,0,0,0,0,0,0
35571,329,2020-10-11,0,0,0,0,0,0
35572,329,2020-10-12,0,0,0,0,0,0
35573,329,2020-10-13,0,0,0,0,0,0
35574,329,2020-10-14,0,0,0,0,0,0
35575,329,2020-10-15,0,0,0,0,0,0
35576,329,2020-10-16,0,0,0,0,0,0
35577,329,2020-10-17,6,0,0,0,0,0
35578,329,2020-10-18,0,0,0,0,0,0
35579,329,2020-10-19,0,0,0,0,0,0
35580,329,2020-10-20,1,0,0,0,0,0
35581,329,2020-10-21,0,0,0,0,0,0
35582,329,2020-10-22,2,0,0,0,0,0
35583,329,2020-10-23,2,0,0,0,0,0
35584,329,2020-10-24,0,0,0,0,0,0
35585,329,2020-10-25,2,0,0,1,0,0
35586,329,2020-10-26,0,0,0,0,0,0
35587,329,2020-10-27,0,0,0,0,0,0
35588,329,2020-10-28,17,0,0,0,0,0
35589,329,2020-10-29,1,0,0,0,0,0
35590,329,2020-10-30,15,0,0,0,0,0
35591,329,2020-10-31,9,0,0,0,0,0
35592,329,2020-11-01,3,0,0,0,0,0
35593,329,2020-11-02,9,0,0,0,0,0
35594,329,2020-11-03,3,0,0,0,1,0
35595,329,2020-11-04,1,0,0,1,0,0
35596,329,2020-11-05,21,0,0,0,0,0
35597,329,2020-11-06,1,0,0,1,0,0
35598,329,2020-11-07,1,0,0,0,0,0
35599,329,2020-11-08,0,0,0,0,0,0
35600,329,2020-11-09,1,0,0,0,0,0
35601,329,2020-11-10,0,0,0,0,0,0
35602,329,2020-11-11,0,0,0,0,0,0
35603,329,2020-11-12,0,0,0,0,0,0
35604,329,2020-11-13,0,0,0,0,0,0
35605,329,2020-11-14,0,0,0,0,0,0
35606,329,2020-11-15,0,0,0,0,0,0
35607,329,2020-11-16,17,0,0,0,0,0
35608,329,2020-11-17,0,0,0,0,0,0
35609,329,2020-11-18,0,0,0,0,0,0
35610,329,2020-11-19,0,0,0,0,0,0
35611,329,2020-11-20,1,0,0,0,0,0
35612,329,2020-11-21,0,4,0,0,1,0
35613,329,2020-11-22,5,0,0,0,0,0
35614,329,2020-11-23,0,0,0,0,0,0
35615,329,2020-11-24,0,0,0,0,0,0
35616,329,2020-11-25,1,0,0,0,0,0
35617,329,2020-11-26,0,0,0,0,0,0
35618,329,2020-11-27,7,0,0,1,0,0
35619,329,2020-11-28,0,0,0,0,0,0
35620,329,2020-11-29,0,0,0,0,0,0
35621,329,2020-11-30,0,0,0,0,0,0
35622,329,2020-12-01,0,0,0,0,0,0
35623,329,2020-12-02,0,0,0,0,0,0
35624,329,2020-12-03,0,0,0,0,0,0
35625,329,2020-12-04,0,0,0,0,0,0
35626,329,2020-12-05,1,0,0,1,0,0
35627,329,2020-12-06,0,0,0,0,0,0
35628,329,2020-12-07,0,0,0,0,0,0
35629,329,2020-12-08,0,0,0,0,0,0
35630,329,2020-12-09,0,0,0,0,0,0
35631,329,2020-12-10,6,0,0,0,0,0
35632,329,2020-12-11,0,0,0,0,0,0
35633,329,2020-12-12,0,0,0,0,0,0
35634,329,2020-12-13,0,0,0,0,0,0
35635,329,2020-12-14,0,0,0,0,0,0
35636,329,2020-12-15,2,0,0,0,0,0
35637,329,2020-12-16,1,0,0,1,0,0
35638,329,2020-12-17,0,0,0,0,0,0
35639,329,2020-12-18,0,0,0,0,0,0
35640,330,2020-09-02,0,0,0,0,0,0
35641,330,2020-09-03,0,0,0,0,0,0
35642,330,2020-09-04,0,0,0,0,0,0
35643,330,2020-09-05,0,0,0,0,0,0
35644,330,2020-09-06,0,0,0,0,0,0
35645,330,2020-09-07,0,0,0,0,0,0
35646,330,2020-09-08,0,0,0,0,0,0
35647,330,2020-09-09,0,0,0,0,0,0
35648,330,2020-09-10,0,0,0,0,0,0
35649,330,2020-09-11,0,0,0,0,0,0
35650,330,2020-09-12,2,0,0,0,0,0
35651,330,2020-09-13,0,0,0,0,0,0
35652,330,2020-09-14,0,0,0,0,0,0
35653,330,2020-09-15,0,0,0,0,0,0
35654,330,2020-09-16,1,0,0,0,0,0
35655,330,2020-09-17,0,0,0,0,0,0
35656,330,2020-09-18,0,0,0,0,0,0
35657,330,2020-09-19,6,0,0,0,0,0
35658,330,2020-09-20,2,0,0,0,0,0
35659,330,2020-09-21,12,0,0,0,0,0
35660,330,2020-09-22,0,0,0,0,0,0
35661,330,2020-09-23,0,0,0,0,0,0
35662,330,2020-09-24,0,0,0,0,0,0
35663,330,2020-09-25,9,0,1,0,0,0
35664,330,2020-09-26,0,0,0,0,0,0
35665,330,2020-09-27,0,0,0,0,0,0
35666,330,2020-09-28,3,0,0,0,0,0
35667,330,2020-09-29,0,0,0,0,0,0
35668,330,2020-09-30,0,0,0,0,0,0
35669,330,2020-10-01,3,0,0,0,0,0
35670,330,2020-10-02,24,0,0,1,0,0
35671,330,2020-10-03,0,0,0,0,0,0
35672,330,2020-10-04,0,0,0,0,0,0
35673,330,2020-10-05,0,0,0,0,0,0
35674,330,2020-10-06,1,0,0,0,0,0
35675,330,2020-10-07,2,0,0,0,0,0
35676,330,2020-10-08,0,0,0,0,0,0
35677,330,2020-10-09,1,0,0,0,0,0
35678,330,2020-10-10,0,0,0,1,0,0
35679,330,2020-10-11,12,0,0,0,0,0
35680,330,2020-10-12,0,0,0,0,0,0
35681,330,2020-10-13,0,0,0,0,0,0
35682,330,2020-10-14,0,0,0,0,0,0
35683,330,2020-10-15,3,0,0,1,0,0
35684,330,2020-10-16,0,0,0,0,0,0
35685,330,2020-10-17,0,0,0,0,0,0
35686,330,2020-10-18,10,0,0,1,0,0
35687,330,2020-10-19,0,0,0,0,0,0
35688,330,2020-10-20,1,0,0,0,0,0
35689,330,2020-10-21,5,0,0,0,0,0
35690,330,2020-10-22,0,0,0,0,0,0
35691,330,2020-10-23,0,0,0,0,0,0
35692,330,2020-10-24,0,0,0,0,0,0
35693,330,2020-10-25,0,0,0,0,0,0
35694,330,2020-10-26,0,0,0,0,0,0
35695,330,2020-10-27,0,0,0,0,0,0
35696,330,2020-10-28,0,0,0,0,0,0
35697,330,2020-10-29,0,0,0,0,0,0
35698,330,2020-10-30,0,0,0,0,0,0
35699,330,2020-10-31,8,0,0,0,0,0
35700,330,2020-11-01,13,1,0,1,0,0
35701,330,2020-11-02,4,0,0,0,0,0
35702,330,2020-11-03,1,0,0,0,0,0
35703,330,2020-11-04,5,0,0,0,0,0
35704,330,2020-11-05,8,0,0,0,0,0
35705,330,2020-11-06,2,0,0,0,0,0
35706,330,2020-11-07,1,0,0,0,0,0
35707,330,2020-11-08,1,0,0,0,0,0
35708,330,2020-11-09,1,0,0,0,0,0
35709,330,2020-11-10,0,0,0,1,0,0
35710,330,2020-11-11,0,0,0,0,0,0
35711,330,2020-11-12,0,0,0,0,0,0
35712,330,2020-11-13,3,0,0,0,0,0
35713,330,2020-11-14,0,0,0,0,0,0
35714,330,2020-11-15,12,0,0,0,0,0
35715,330,2020-11-16,1,0,0,1,0,0
35716,330,2020-11-17,0,0,0,0,0,0
35717,330,2020-11-18,10,0,0,0,0,0
35718,330,2020-11-19,0,0,0,0,0,0
35719,330,2020-11-20,0,0,0,0,0,0
35720,330,2020-11-21,1,0,0,0,0,0
35721,330,2020-11-22,0,0,0,0,0,0
35722,330,2020-11-23,0,0,0,0,0,0
35723,330,2020-11-24,9,0,0,1,0,0
35724,330,2020-11-25,0,0,0,1,0,0
35725,330,2020-11-26,0,0,0,1,0,0
35726,330,2020-11-27,2,0,0,0,0,0
35727,330,2020-11-28,0,0,0,0,0,0
35728,330,2020-11-29,1,0,0,0,0,0
35729,330,2020-11-30,8,0,0,0,0,0
35730,330,2020-12-01,3,0,0,0,0,0
35731,330,2020-12-02,0,0,0,0,0,0
35732,330,2020-12-03,1,0,0,0,0,0
35733,330,2020-12-04,0,0,0,0,0,0
35734,330,2020-12-05,3,0,0,0,0,0
35735,330,2020-12-06,0,0,0,0,0,0
35736,330,2020-12-07,0,0,0,0,0,0
35737,330,2020-12-08,0,0,0,0,0,0
35738,330,2020-12-09,0,0,0,0,0,0
35739,330,2020-12-10,0,0,0,0,0,0
35740,330,2020-12-11,11,0,0,0,0,0
35741,330,2020-12-12,0,0,0,0,0,0
35742,330,2020-12-13,0,0,0,0,0,0
35743,330,2020-12-14,0,0,0,0,0,0
35744,330,2020-12-15,0,0,0,0,0,0
35745,330,2020-12-16,0,0,0,0,0,0
35746,330,2020-12-17,0,0,0,0,0,0
35747,330,2020-12-18,13,0,1,0,0,0
35748,331,2020-09-02,0,0,0,0,0,0
35749,331,2020-09-03,0,0,0,0,0,0
35750,331,2020-09-04,0,0,0,0,0,0
35751,331,2020-09-05,0,0,0,0,0,0
35752,331,2020-09-06,1,0,0,0,0,0
35753,331,2020-09-07,0,0,0,0,0,0
35754,331,2020-09-08,0,0,0,0,0,0
35755,331,2020-09-09,0,0,0,0,0,0
35756,331,2020-09-10,0,0,0,0,0,0
35757,331,2020-09-11,0,0,0,0,0,0
35758,331,2020-09-12,0,0,0,0,0,0
35759,331,2020-09-13,0,0,0,0,0,0
35760,331,2020-09-14,0,0,0,0,0,0
35761,331,2020-09-15,0,0,0,0,0,0
35762,331,2020-09-16,21,0,0,0,0,0
35763,331,2020-09-17,0,0,0,0,0,0
35764,331,2020-09-18,0,0,0,0,0,0
35765,331,2020-09-19,5,0,0,0,0,0
35766,331,2020-09-20,5,0,0,0,0,0
35767,331,2020-09-21,5,0,0,0,0,0
35768,331,2020-09-22,14,0,0,1,0,0
35769,331,2020-09-23,0,0,0,0,0,0
35770,331,2020-09-24,0,0,0,0,0,0
35771,331,2020-09-25,2,0,9,0,0,0
35772,331,2020-09-26,0,0,0,0,0,0
35773,331,2020-09-27,0,0,0,0,0,0
35774,331,2020-09-28,0,0,0,0,0,0
35775,331,2020-09-29,1,0,0,0,0,0
35776,331,2020-09-30,0,0,0,0,0,0
35777,331,2020-10-01,0,0,0,0,0,0
35778,331,2020-10-02,6,0,0,0,0,0
35779,331,2020-10-03,11,0,0,0,0,0
35780,331,2020-10-04,0,0,0,0,0,0
35781,331,2020-10-05,2,0,0,0,0,0
35782,331,2020-10-06,0,0,0,0,0,0
35783,331,2020-10-07,1,0,0,0,0,0
35784,331,2020-10-08,8,0,0,0,0,0
35785,331,2020-10-09,1,0,0,0,0,0
35786,331,2020-10-10,0,0,0,0,0,0
35787,331,2020-10-11,0,0,0,0,0,0
35788,331,2020-10-12,0,0,0,0,0,0
35789,331,2020-10-13,1,0,0,0,0,0
35790,331,2020-10-14,0,0,0,0,0,0
35791,331,2020-10-15,0,0,0,0,0,0
35792,331,2020-10-16,5,0,0,0,0,0
35793,331,2020-10-17,5,0,0,0,0,0
35794,331,2020-10-18,0,0,0,0,0,0
